Review_Date,Hotel_Name,Positive_Review,Negative_Review,Reviewer_Nationality,Reviewer_Score,Total_Reviews_By_Reviewer,Tags,days_since_review
04/27/2016,Hotel K nig von Ungarn,Old world charm wonderful interior space large room great breakfast buffet quiet street just off St Stephens,Temp control was oddly way up out of reach,United States of America,9.6,25,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",463 day
08/29/2016,Hotel Capricorno,The entire experience was great Staff friendly and helpful Location great Public transport and restaurants close by Good room good light breakfast and afternoontea,No Negative,Australia,10,11,"[' Leisure trip ', ' Couple ', ' Double Room with Balcony ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",339 day
05/09/2016,Derag Livinghotel Kaiser Franz Joseph Vienna,they left me water in the fridge,i absolutely hated this hotel its filthy far expensive for what you get really the worst hotel i have ever stayed in am disappointed that booking com gave it a rating of 8 2 it should be 0 i think there are people living there permanently,United Kingdom,3.3,1,"[' Leisure trip ', ' Solo traveler ', ' Economy Single Room ', ' Stayed 2 nights ']",451 day
08/08/2016,Room Mate Giulia,Location,Difficult access by car,Mexico,9.6,6,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']",360 day
11/04/2016,Hotel Esther a,Loved this hotel It was spotless beautifully decorated Staff were lovely The room backed onto a tiny courtyard there were better views if you had a room looking over the canal but our room was silent at all times and the bed was the comfiest I have ever slept in Highly recommend,No Negative,United Kingdom,10,5,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",272 day
09/13/2015,Hotel Esther a,Liked Staff excellent attentive great location for doing anything in Amsterdam room clean and well laid out decorated very comfortable feel to the hotel being given a personal Ipad with internet connectivity all hotel details contained within,Minor issues the soundproofing in my room was a little thin I could clearly hear the details of my neighbour s conference call to the USA at half past midnight No in house evening restaurant though there are many good choices very close by,United Kingdom,8.8,12,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']",690 day
07/20/2016,Hotel Esther a,There was nothing to not like Everything was beautifully,No Negative,United States of America,10,4,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",379 day
09/01/2015,Hotel Esther a,Elegant lobby with free hot and cold drinks and treats available day and night,No Negative,United States of America,9.2,5,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",702 day
08/27/2015,Sloane Square Hotel,Location,The water was so hot that I could not take a shower in the morning The hotel was experiencing a problem with the plumbing and hot water was coming out of both the hot and cold taps The staff knew of this before I checked in but didn t mention it,Monaco,5.8,1,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",707 day
05/02/2017,Best Western Plus Hotel Blue Square,Nice room,Location Abi tour of town,United Kingdom,6.3,1,"[' Business trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",93 days
07/21/2017,Austria Trend Hotel Ananas Wien,Location,No Negative,Estonia,9.2,12,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",13 days
06/30/2016,AZIMUT Hotel Vienna,No Positive,Pillow is too soft,Hong Kong,7.1,8,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",399 day
07/26/2016,Hilton London Canary Wharf,I had emailed the hotel before we arrived as my daughter had booked our weekend away as a birthday treat We were upgraded to an executive room with access to the executive lounge Thank you we really enjoyed the extra luxury,No Negative,United Kingdom,9.6,2,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",373 day
01/23/2017,Hilton London Canary Wharf,Breakfast was lovely and member of staff on checkout was equally as lovely,Member of staff on check in was quite rude,United Kingdom,8.3,5,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ']",192 day
12/21/2015,Hilton London Canary Wharf,Location was perfect for a visit to the O2 so easy,No details in the room of breakfast times,United Kingdom,8.3,2,"[' Leisure trip ', ' Couple ', ' Double Guest Room ', ' Stayed 1 night ']",591 day
04/08/2017,WestCord Art Hotel Amsterdam 4 stars,Bed was so comfortable which was needed after long treks around the city Cocktails lunch and evening food were all divine We didn t have breakfast,No Negative,Ireland,10,14,"[' Leisure trip ', ' Group ', ' Large Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",117 day
12/24/2016,W Amsterdam,The location,First room was dirty got changed but didn t like the sink facility being next to bed lot nicer hotels than this very pretentious staff in reception and the roof bar did not feel welcome at all I won t be back sadly,United Kingdom,5.8,1,"[' Leisure trip ', ' Couple ', ' Wonderful Exchange King ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",222 day
04/03/2016,NH City Centre Amsterdam,It was clean,However there is a lack of facilities compared to the other NH hotels which I ve stayed at in Amsterdam I also found the staff less friendly than the other hotels,United Arab Emirates,3.3,1,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",487 day
05/27/2016,The Stafford London,Beautiful outdoor bar area with exceptional service Room was nice and clean with comfortable bed,I booked this hotel as a Booking com Genious and was eligible for an early check in and a welcome drink none of these were available which was not a problem but rather an observation of the modus operandi Booking com is having with the hotels,Ukraine,9.6,22,"[' Business trip ', ' Solo traveler ', ' Classic Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",433 day
08/02/2016,The Tower A Guoman Hotel,Convenient location Lovely view of the Thames Comfortable bed Friendly helpful staff,Room very small Hardly any space for my husband to get in and out of bed Better range and quantity of hot drinks in the room,United Kingdom,7.5,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",366 day
03/20/2017,The Tower A Guoman Hotel,rooms and bed very comfortable staff very polite and friendly,No Negative,United Kingdom,10,3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",136 day
06/22/2016,The Tower A Guoman Hotel,It is a lovely Hotel Great views of Tower Bridge,No Negative,United Kingdom,10,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room with Bridge View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",407 day
06/19/2017,Ramada Apollo Amsterdam Centre,Amazing view,Hidden not mentioned city taxes Poor room service not satisfied with cleaning of the room No refridgerator Terrible service at the skybar on our first visit we waited for an overall of 20 minutes to get our drinks and despite showing our disgruntlement we did not get any kind of attention,Greece,5.4,2,"[' Business trip ', ' Group ', ' Standard Queen Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",45 days
07/03/2016,Ramada Apollo Amsterdam Centre,Super good staff very polite and really helpful Wifi worked great the room was clean and with a nice view Had some coffee and tea at the room tv had many programmes the bed was comfy and the iron board is an advantage definitely,It s a bit far from city centre so you have to take the tram NR13 but it takes only about 20 mins to get to central station so it s not that bad,Lithuania,9.6,15,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 4 nights ']",396 day
03/29/2017,Ramada Apollo Amsterdam Centre,Lovely bed lovely staff close to centre,No swimming pool limited gym facilities,Ireland,9.2,1,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",127 day
12/30/2015,Ramada Apollo Amsterdam Centre,Stayed here before great place to stay close to airport and city centre Get a tram to and from station great link,No Negative,United Kingdom,7.9,14,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",582 day
01/26/2016,Amsterdam Marriott Hotel,Perfect place for night life,Parking cost,Poland,9.6,11,"[' Group ', ' Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",555 day
07/14/2016,Park Hotel,Location and tram for Central Station just around the corner Five minute walk to Van Gogh and Heineken experience,No Negative,Ireland,10,3,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",385 day
06/28/2016,NH Amsterdam Centre,Great location wonderful breakfast and service Great value for money,No Negative,Israel,8.8,1,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",401 day
04/18/2016,The Savoy,The hotel was clean and immaculate The Savoy Grill was excellent Breakfast was good although the room needed a maitre d,We were taken to our room on check in to find it was still occupied by the previous guests A very basic error unworthy of the Savoy The hotel had lost some of its character and charm and seemed focussed on maximising their share of my wallet rather than focussing on giving us a memorable experience The prices in the American bar were ludicrous and the my 7 year old grandson could have played better than the resident pianist The Super King Luxury room wasn t really No more than adequate and very expensive,United Kingdom,5.4,19,"[' Leisure trip ', ' Couple ', ' Luxury King Room ', ' Stayed 1 night ']",472 day
01/03/2017,The May Fair Hotel,The bed was comfy and the guy who we checked in with was very friendly,We had a leak in our room and wasn t offered a room change We was told the leak has been sorted but it wasn t The leak with in the bathroom coming through a light fitting therefore we was frightened to turn the lights on The next morning we went for breakfast which was cold Won t be returning to this hotel I saved up for my boyfriends 30th birthday and we had a bad experience Very disappointed,United Kingdom,5,2,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",212 day
05/31/2016,The May Fair Hotel,Location of the hotel,Bid mattress are soft do not give good sleep,Saudi Arabia,10,1,"[' Leisure trip ', ' Family with older children ', ' Superior Queen Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",429 day
01/19/2017,Hotel Stefanie,Great hotel full of charm in a good location in Vienna Staff were very friendly and helpful and made sure I had a good time Your every need was catered for The breakfast was luxurious,No Negative,New Zealand,10,5,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",196 day
